Template;Screen Name;Stance;SCM Shop;LoA;Equipment Type;World Level;Excluded;Item Set;Item Type;Rarity;Material;TN Stance;Req. Stat;Icon;Variants
he_vi_pl_m_woven_headband_dsx;Woven Headband;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_420;base
he_vi_pl_m_beaded_headband_dsx;Beaded Headband;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_421;base
he_fl_pl_m_woven_wrap_dsx;Woven Wrap;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_428;base
he_fl_pl_m_beaded_wrap_dsx;Beaded Wrap;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_429;base
he_vi_pl_m_woven_headdress_dsx;Iron Thread Cap;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_424;base
he_op_pl_m_bone_headdress_dsx;Bone Headdress;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_423;base
he_vi_pl_m_ceramic_headband_dsx;Ceramic Headband;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_422;base
he_vi_pl_m_beaded_headdress_dsx;Beaded Headdress;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_425;base
he_vi_pl_m_spider_visor_dsx;Spidersilk Visor;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_427;base
he_ca_pl_m_spider_dsx;Spidersilk Dome;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_417;base
he_vi_pl_m_ceramic_headdress_dsx;Ceramic Headdress;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_426;base
he_op_pl_m_geared_crown_dsx;Geared Crown;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_415;base
he_vi_pl_m_beaded_headband2_dsx;Jeweled Headband;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_421;base
he_vi_pl_m_spider_visor2_dsx;Magesilk Headdress;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_427;base
he_vi_pl_m_ceramic_headdress2_dsx;Etched Headdress;Mage;loa_m_hgb;LoA;armor;;;;he;;pl;m;int;b_gui_ig_i_a_hlmt_426;base
he_vi_pl_r_leaf_visor_dsx;Cured Leaf Visor;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_410;base
he_vi_pl_r_zaurask_headdress_dsx;Zaurask Headdress;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_406;base
he_vi_pl_r_flywing_visor_dsx;Flywing Visor;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_408;base
he_vi_pl_r_rubber_visor_dsx;Fiber Visor;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_412;base
he_op_pl_r_flywing_crown_dsx;Flywing Crown;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_409;base
he_op_pl_r_zaurask_crown_dsx;Zaurask Crown;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_407;base
he_vi_pl_r_flywing_visor2_dsx;Exoskeleton Visor;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_408;base
he_vi_pl_r_rubber_visor2_dsx;Midnight Visor;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_412;base
he_op_pl_r_flywing_crown2_dsx;Arboreal Visor;Ranger;loa_r_hgb;LoA;armor;;;;he;;pl;r;dex;b_gui_ig_i_a_hlmt_409;base
sh_un_m_o_r_m_turtle_02_dsx;Turtle Shield;Fighter;x_excluded;LoA;armor;;excluded;;sh;unique;;;str;b_gui_ig_i_a_shd_021;
sh_un_m_o_r_m_turtle_01_dsx;Turtle Shield;Fighter;x_excluded;LoA;armor;;excluded;;sh;unique;;;str;b_gui_ig_i_a_shd_021;
sh_un_m_o_r_m_turtle_dsx;Turtle Shield;Fighter;x_excluded;LoA;armor;;excluded;;sh;unique;;;str;b_gui_ig_i_a_shd_021;
sh_un_m_o_k_m_dermal_dsx;Dermal Shield;Fighter;x_excluded;LoA;armor;;excluded;;sh;unique;;;str;b_gui_ig_i_a_shd_037;
sh_w_f_g_c_t_s_avg_deathknight_monster;Death Knight Shield;Fighter;x_excluded;LoA;armor;;excluded;;sh;;;;str;b_gui_ig_i_a_shd_623;
sh_w_f_g_c_t_s_avg_deathknight_player;Death Knight Shield;Fighter;loa_f_sh;LoA;armor;;excluded;;sh;;;;str;b_gui_ig_i_a_shd_623;
2w_sh_w_f_g_c_t_s_avg_deathknight_player;Super Death Knight Shield;Fighter;loa_f_sh;LoA;armor;Veteran;excluded;;sh;;;;str;b_gui_ig_i_a_shd_623;
3w_sh_w_f_g_c_t_s_avg_deathknight_player;Supreme Death Knight Shield;Fighter;loa_f_sh;LoA;armor;Elite;excluded;;sh;;;;str;b_gui_ig_i_a_shd_623;
sh_w_f_g_c_t_s_avg_hide_hassat_dsx;Hassat Hide Shield;Fighter;loa_f_sh;LoA;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_600;base
sh_w_f_g_c_t_m_avg_hide_skelldra_dsx;Zaurask Leather Shield;Fighter;loa_f_sh;LoA;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_602;base
sh_w_f_g_c_t_l_avg_hide_kraken_dsx;Kraken shield;Fighter;loa_f_sh;LoA;armor;;;;sh;;;;str;b_gui_ig_i_a_shd_601;base
sh_w_m_g_c_t_m_avg_bamboo_dsx;Bamboo Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_603;base
sh_w_m_g_c_t_m_avg_wicker_dsx;Wicker Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_616;base
sh_w_m_g_c_t_m_avg_gearwork_dsx;Gearwork Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_613;base
sh_w_m_g_c_t_m_avg_ward_blood_dsx;Blood Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_04;base
sh_w_m_g_c_t_m_avg_mushroom_dsx;Shellacked Mushroom Cap Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_614;base
sh_w_m_g_c_t_m_avg_ward_rainbow_dsx;Rainbow Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_01;base
sh_w_m_g_c_t_m_avg_ward_sky_dsx;Sky Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_02;base
sh_ra_w_g_c_t_m_fin_mirror_dsx;Mirror Shield;Mage;loa_m_sh;LoA;armor;;;;sh;rare;;;int;b_gui_ig_i_a_shd_mirror_dsx;base
sh_w_m_g_c_t_m_avg_tortoise_dsx;Tortoise Shell Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_609;base
sh_w_m_g_c_t_m_avg_ceramic_dsx;Ceramic Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_618;base
sh_w_m_g_c_t_m_avg_clockface_dsx;Clockface Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_612;base
sh_w_m_g_c_t_m_avg_spider_dsx;Spidersilk Shield;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_615;base
sh_w_m_g_c_t_m_avg_ward_sun_dsx;Sun Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_03;base
sh_w_m_g_c_t_m_avg_ward_blood2_dsx;Sanguine Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_04;base
sh_w_m_g_c_t_m_avg_ward_sky2_dsx;Chromatic Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_02;base
sh_w_m_g_c_t_m_avg_ward_stars_dsx;Ward of the Stars;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_05;base
sh_w_m_g_c_t_m_avg_ward_sun2_dsx;Scintillating Ward;Mage;loa_m_sh;LoA;armor;;;;sh;;;;int;b_gui_ig_i_a_shd_ward_03;base
sh_w_r_g_c_t_m_avg_tangled_bucker_dsx;Tangled Root Buckler;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_607;base
sh_w_r_g_c_t_m_avg_barrier_flywing_dsx;Flywing Barrier;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_605;base
sh_w_r_g_c_t_m_avg_bug_dsx;Carapace Shield;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_617;base
sh_w_r_g_c_t_m_avg_wall_bark_dsx;Bark Wall;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_619;base
sh_w_r_g_c_t_m_avg_barrier_leaf_dsx;Cured Leaf Barrier;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_604;base
sh_w_r_g_c_t_m_avg_wall_flywing_dsx;Flywing Wall;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_606;base
sh_w_r_g_c_t_m_avg_bug2_dsx;Exoskeleton Shield;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_617;base
sh_w_g_c_t_m_avg_tangled_bucker2_dsx;Arboreal Barrier;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_607;base
sh_w_r_g_c_t_m_avg_fan_woven_dsx;Woven Fan;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_610;base
sh_w_r_g_c_t_m_avg_fan_beaded_dsx;Beaded Fan;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_611;base
sh_w_r_g_c_t_m_avg_fan_spider_dsx;Spidersilk Fan;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_622;base
sh_w_r_g_c_t_m_avg_fan_feathered_dsx;Feathered Fan;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_608;base
sh_w_r_g_c_t_m_avg_fan_beaded2_dsx;Jeweled Fan;Ranger;loa_r_sh;LoA;armor;;;;sh;;;;dex;b_gui_ig_i_a_shd_611;base
bd_br_f_g_c_avg_dsx_set_arhok;Arhok's Leather;Fighter;loa_any_sets;LoA;armor;;;arhok;bd;;br;f;;b_gui_ig_i_a_pos_a3_201;
sh_w_m_g_c_t_m_avg_dsx_set_arhok;Arhok's Shield;Fighter;loa_any_sets;LoA;armor;;;arhok;sh;;;;;b_gui_ig_i_a_shd_1000;
bd_le_m_g_c_avg_dsx_set_illicor;Illicor's Beaded Hauberk;Mage;loa_any_sets;LoA;armor;;;illicor;bd;;le;m;int;b_gui_ig_i_a_pos_a2_226;
bd_le_m_g_c_avg_dsx_set_kajj;Kajj's Breastplate;Mage;loa_any_sets;LoA;armor;;;kajj;bd;;le;m;str;b_gui_ig_i_a_pos_a3_207;
gl_gl_sc_r_g_c_avg_dsx_set_kajj;Kajj's Gauntlets;Ranger;loa_any_sets;LoA;armor;;;kajj;gl;;sc;r;str;b_gui_ig_i_a_gntl_300;
he_fl_pl_m_dsx_set_kajj;Kajj's Helm;Mage;loa_any_sets;LoA;armor;;;kajj;he;;pl;m;str;b_gui_ig_i_a_hlmt_126;
sh_w_m_g_c_t_m_avg_ward_blood_dsx_set_inventor;Solov's Ward;Mage;loa_any_sets;LoA;armor;;;patents;sh;;;;int;b_gui_ig_i_a_shd_ward_04;
ring_dsx_set_clockwork;Clockwork Boots;Ranger;loa_any_sets;LoA;armor;;;clockwork;;;;;dex;b_gui_ig_i_a_boot_504;
bd_le_m_g_c_avg_ceramic_dsx_set_chadek;Chadek's Suit;Mage;loa_any_sets;LoA;armor;;;chadek;bd;;le;m;;b_gui_ig_i_a_pos_a4_224;
bo_bo_sc_m_g_c_avg_ceramic_dsx_set_chadek;Chadek's Boots;Mage;loa_any_sets;LoA;armor;;;chadek;bo;;sc;m;;b_gui_ig_i_a_boot_507;
sh_w_m_g_c_t_m_avg_ceramic_dsx_set_chadek;Chadek's Shield;Fighter;loa_any_sets;LoA;armor;;;chadek;sh;;;;;b_gui_ig_i_a_shd_618;
he_vi_pl_m_ceramic_headdress_dsx_set_chadek;Chadek's Headdress;Mage;loa_any_sets;LoA;armor;;;chadek;he;;pl;m;;b_gui_ig_i_a_hlmt_422;
bd_le_f_g_c_avg_hvmech_dsx_set_kaltenbach;Kaltenbach's Full Mech Suit;Fighter;loa_any_sets;LoA;armor;;;kaltenbach;bd;;le;f;str;b_gui_ig_i_a_pos_a5_235;
sh_w_f_g_c_t_m_avg_clockface_dsx_set_kaltenbach;Kaltenbach's Shield;Fighter;loa_any_sets;LoA;armor;;;kaltenbach;sh;;;;str;b_gui_ig_i_a_shd_613;
gl_ga_sc_f_g_c_avg_geared_dsx_set_kaltenbach;Kaltenbach's Gauntlets;Fighter;loa_any_sets;LoA;armor;;;kaltenbach;gl;;sc;f;str;b_gui_ig_i_a_gntl_305;
he_ca_pl_f_alloy_dsx_set_rune;Rune Dome;Fighter;loa_any_sets;LoA;armor;;;rune;he;;pl;f;str;b_gui_ig_i_a_hlmt_400;
sh_w_f_g_c_t_m_avg_gearwork_dsx_set_rune;Rune Shield;Fighter;loa_any_sets;LoA;armor;;;rune;sh;;;;str;b_gui_ig_i_a_shd_613;
bd_pl_f_g_c_avg_alloy_dsx_set_rune;Rune Armor;Fighter;loa_any_sets;LoA;armor;;;rune;bd;;pl;f;str;b_gui_ig_i_a_pos_a3_200;
bd_le_m_g_c_avg_spider_framed_dsx_set_adela;Adela's Spidersilk Hauberk;Mage;loa_any_sets;LoA;armor;;;adela;bd;;le;m;int;b_gui_ig_i_a_pos_a2_222;
bd_pl_r_g_c_avg_flywing_dsx_set_jeffron;Jeffron's Plate;Ranger;loa_any_sets;LoA;armor;;;jeffron;bd;;pl;r;str;b_gui_ig_i_a_pos_a5_214;
he_op_pl_r_flywing_crown_dsx_set_jeffron;Jeffron's Crown;Ranger;loa_any_sets;LoA;armor;;;jeffron;he;;pl;r;str;b_gui_ig_i_a_hlmt_409;
sh_w_r_g_c_t_m_avg_wall_flywing_dsx_set_jeffrom;Jeffron's Wall;Fighter;loa_any_sets;LoA;armor;;;jeffron;sh;;;;str;b_gui_ig_i_a_shd_606;
gl_ga_sc_r_g_c_avg_flywing_dsx_set_jeffron;Jeffron's Gauntlets;Ranger;loa_any_sets;LoA;armor;;;jeffron;gl;;sc;r;str;b_gui_ig_i_a_gntl_304;
bo_bo_sc_r_g_c_avg_flywing_dsx_set_jeffron;Jeffron's Boots;Ranger;loa_any_sets;LoA;armor;;;jeffron;bo;;sc;r;str;b_gui_ig_i_a_boot_504;
bd_br_r_g_c_avg_hvrubber_dsx_set_utraean_archer;Utraean Archer's Suit;Ranger;loa_any_sets;LoA;armor;;;utraean_archer;bd;;br;r;multi;b_gui_ig_i_a_pos_a2_210;
he_vi_pl_r_rubber_visor_dsx_set_utraean_archer;Utraean Archer's Cap;Ranger;loa_any_sets;LoA;armor;;;utraean_archer;he;;pl;r;multi;b_gui_ig_i_a_hlmt_412;
bo_bo_sc_r_g_c_avg_rubber_dsx_set_utraean_archer;Utraean Archer's Boots;Ranger;loa_any_sets;LoA;armor;;;utraean_archer;bo;;sc;r;multi;b_gui_ig_i_a_boot_501;
he_op_pl_f_bone_crown_dsx_set_zaurask;Helm of the Zaurask Champion;Fighter;loa_any_sets;LoA;armor;;;zaurask;he;;pl;f;str;b_gui_ig_i_a_hlmt_407;
bd_le_m_g_c_avg_crmech_dsx_set_xulphae;Xulphae's Plate;Mage;loa_any_sets;LoA;armor;;;xulphae;bd;;le;m;int;b_gui_ig_i_a_pos_a1_231;
bd_br_m_g_c_avg_chitter_dsx_set_kmethekt;Kmethekt's Armor;Mage;loa_any_sets;LoA;armor;;;kmethekts;bd;;br;m;int;b_gui_ig_i_a_pos_a9_240;
bo_bo_sc_f_g_c_avg_alloy_dsx_set_utraean_guard;Utraean Guard's Boots;Fighter;loa_any_sets;LoA;armor;;;utraean_guard;bo;;sc;f;str;b_gui_ig_i_a_boot_500;
sh_w_f_g_c_t_l_avg_dsx_set_utraean_guard;Utraean Guard's Shield;Fighter;loa_any_sets;LoA;armor;;;utraean_guard;sh;;;;str;b_gui_ig_i_a_shd_601;
bd_pl_f_g_c_avg_utraean_dsx_set_utraean_guard;Utraean Guard's Plate;Fighter;loa_any_sets;LoA;armor;;;utraean_guard;bd;;pl;f;str;b_gui_ig_i_a_pos_a9_241;
sh_w_r_g_c_t_m_avg_fan_beaded_dsx_set_hassat;Ancient Hassat Fan;Fighter;loa_any_sets;LoA;armor;;;hassat;sh;;;;multi;b_gui_ig_i_a_shd_611;
bo_sh_sc_r_g_c_avg_bug_dsx_set_jerkal;Jerkal's Boots;Ranger;loa_any_sets;LoA;armor;;;jerkal;bo;;sc;r;multi;b_gui_ig_i_a_boot_508;
he_vi_pl_r_leaf_visor_dsx_set_jerkal;Jerkal's Visor;Ranger;loa_any_sets;LoA;armor;;;jerkal;he;;pl;r;multi;b_gui_ig_i_a_hlmt_410;
gl_gl_sc_r_g_c_avg_shell_dsx_set_jerkal;Jerkal's Gloves;Ranger;loa_any_sets;LoA;armor;;;jerkal;gl;;sc;r;multi;b_gui_ig_i_a_gntl_308;
he_threestorms;Helm of the Storms, the Three Storms;;x_any;;armor;;excluded;;he;;;;;b_gui_ig_i_a_hlmt_046;
bw_g_c_s_s_r_avg_dsx_set_arhok;Arhok's Short Bow;Ranger;loa_any_sets;LoA;weapon;;;arhok;bw;;;;;b_gui_ig_i_w_bow_088;
sd_g_c_sd_1h_avg_dsx_set_arhok;Arhok's Long Sword;Fighter;loa_any_sets;LoA;weapon;;;arhok;sd;;;;str;b_gui_ig_i_w_swd_006;
st_g_c_dsx_set_illicor;Illicor's Staff;Mage;loa_any_sets;LoA;weapon;;;illicor;st;;;;int;b_gui_ig_i_w_stf_403;
dg_g_c_dsx_set_kajj;Claws of Kajj;Fighter;loa_any_sets;LoA;weapon;;;kajj;dg;;;;str;b_gui_ig_i_w_dgr_400;
bw_g_c_dsx_fir_avg_dsx_set_inventor;Solov's Bow;Mage;loa_any_sets;LoA;weapon;;;patents;bw;;;;int;b_gui_ig_i_w_bow_301;
cw_dsx_set_clockwork;Clockwork Crossbow;Ranger;loa_any_sets;LoA;weapon;;;clockwork;cw;;;;dex;b_gui_ig_i_w_csb_301;
st_dsx_set_clockwork;Clockwork Staff;Ranger;loa_any_sets;LoA;weapon;;;clockwork;st;;;;dex;b_gui_ig_i_w_stf_300;
bw_g_c_dsx_spd_avg_dsx_set_guiseppi;Guiseppi's Bow;Ranger;loa_any_sets;LoA;weapon;;;guiseppi;bw;;;;;b_gui_ig_i_w_bow_310;
sd_g_c_dsx_clk_1h_avg_dsx_set_kaltenbach;Kaltenbach's Sword;Fighter;loa_any_sets;LoA;weapon;;;kaltenbach;sd;;;;str;b_gui_ig_i_w_swd_301;
sd_g_c_dsx_ser_1h_avg_dsx_set_rune;Rune Sword;Fighter;loa_any_sets;LoA;weapon;;;rune;sd;;;;str;b_gui_ig_i_w_swd_309;
st_g_c_dsx_hst_avg_dsx_set_adela;Adela's Staff;Mage;loa_any_sets;LoA;weapon;;;adela;st;;;;int;b_gui_ig_i_w_stf_082;
sd_g_c_dsx_skl_1h_mag_dsx_set_cicatrix;Scythe of Cicatrix;Mage;loa_any_sets;LoA;weapon;;;cicatrix;sd;;;;int;b_gui_ig_i_w_msc_011;
cb_g_c_dsx_rbr_avg_dsx_set_utraean_archer;Utraean Archer's Club;Fighter;loa_any_sets;LoA;weapon;;;utraean_archer;cb;;;;multi;b_gui_ig_i_w_clb_302;
bw_g_c_dsx_qll_avg_dsx_set_utraean_archer;Utraean Archer's Bow;Ranger;loa_any_sets;LoA;weapon;;;utraean_archer;bw;;;;multi;b_gui_ig_i_w_bow_308;
ax_g_c_dsx_bon_avg_dsx_set_zaurask;Axe of the Zaurask Champion;Fighter;loa_any_sets;LoA;weapon;;;zaurask;ax;;;;str;b_gui_ig_i_w_axe_090;
cw_g_c_dsx_bon_avg_dsx_set_zaurask;Crossbow of the Zaurask Champion;Ranger;loa_any_sets;LoA;weapon;;;zaurask;cw;;;;str;b_gui_ig_i_w_csb_300;
st_g_c_dsx_hst_avg_dsx_set_xulphae;Xulphae's Staff;Mage;loa_any_sets;LoA;weapon;;;xulphae;st;;;;int;b_gui_ig_i_w_stf_082;
st_g_c_dsx_hst_avg_dsx_set_kmethekt;Kmethekt's Staff;Mage;loa_any_sets;LoA;weapon;;;kmethekts;st;;;;int;b_gui_ig_i_w_stf_082;
sd_g_c_dsx_kat_1h_avg_dsx_set_utraean_guard;Utraean Guard's Sword;Fighter;loa_any_sets;LoA;weapon;;;utraean_guard;sd;;;;str;b_gui_ig_i_w_swd_302;
bw_g_c_dsx_hst_avg_dsx_set_utraean_guard;Utraean Guard's Bow;Ranger;loa_any_sets;LoA;weapon;;;utraean_guard;bw;;;;multi;b_gui_ig_i_w_bow_079;
dg_g_c_dsx_hassat_avg_dsx_set_hassat;Ancient Hassat Dagger;Fighter;loa_any_sets;LoA;weapon;;;hassat;dg;;;;multi;b_gui_ig_I_w_dgr_307;
bw_g_c_dsx_jwl_avg_dsx_set_hassat;Ancient Hassat Bow;Ranger;loa_any_sets;LoA;weapon;;;hassat;bw;;;;multi;b_gui_ig_i_w_bow_313;
ax_g_c_dsx_chp_avg_najj;Najj's Clamshell Axe;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ax;;;;str;b_gui_ig_i_w_axe_300;base
ax_d_c_1h1b_avg_dsx;Death Knight Hack;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ax;;;;str;b_gui_ig_i_w_axe_092;
ax_g_c_1h2b_low_dsx;Worn Full Axe;Fighter;loa_f_1h_s;LoA;weapon;;excluded;;ax;;;;str;b_gui_ig_i_w_axe_153;
ax_g_c_dsx_chp_avg;Clamshell Axe;Fighter;loa_f_1h_n;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_300;base
ax_g_c_dsx_clv_avg;Cleaver;Fighter;loa_f_1h_n;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_301;base
ax_g_c_dsx_slt_avg;Slate Chip;Fighter;loa_f_1h_n;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_302;base
ax_g_c_dsx_moo_avg;Moonhead Axe;Fighter;loa_f_1h_n;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_303;base
ax_g_c_dsx_bon_avg;Bonegrip Chopper;Fighter;loa_f_1h_n;LoA;weapon;;;;ax;;;;str;b_gui_ig_i_w_axe_304;base
bw_dsx_reynards_gift;Reynard's Gift;Ranger;x_excluded;LoA;weapon;;excluded;;bw;;;;dex;b_gui_ig_i_w_bow_050;
bw_dsx_cicatrix_skeleton;cicatrix skeleton bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;;b_gui_ig_i_w_bow_050;
dsx_rock_goblin;Rock;Ranger;x_excluded;LoA;weapon;;excluded;;;;;;;;
bw_dsx_shadjump_2_avg;Fire Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_301;
bw_dsx_shadjump_4_avg;SJ 4 Fire Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_301;
bw_dsx_zau_2_d;Zaurask Long Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_014;
bw_dsx_zau_2_c;Zaurask Long Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_014;
bw_un_droog_avg_dsx;Droog Archer Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;unique;;;multi;b_gui_ig_i_w_bow_088;
bw_dsx_hassat_01;Hassat Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_079;
bw_dsx_hassat_02;Hassat Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_079;
bw_dsx_hassat_03;Hassat Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;dex;b_gui_ig_i_w_bow_006;
bw_dsx_zaurask_2_b;Zaurask Long Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_014;
bw_dsx_zau_2_b;Zaurask Long Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_014;
bw_g_c_s_s_r_avg_dsx;Skeleton's Short Recurve;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;;b_gui_ig_i_w_bow_062;
bw_dsx_zau_2;Zaurask Long Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_014;
bw_dsx_zau_2_a;Zaurask Long Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_014;
bw_dsx_rune_caster;Rune Caster Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_080;
bw_dsx_hassat;Hassat Bow;Ranger;loa_r_bw;LoA;weapon;;excluded;;bw;;;;multi;b_gui_ig_i_w_bow_079;
bw_g_c_dsx_nat_avg;Beaded Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_304;base
bw_g_c_dsx_cry_avg;Crystal Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_300;base
bw_g_c_dsx_fir_avg;Fire Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_301;base
bw_g_c_dsx_hst_avg;Hassat Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_306;base
bw_g_c_dsx_jwl_avg;Jeweled Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_313;base
bw_g_c_dsx_ltn_avg;Thunderwood Bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_302;base
bw_g_c_dsx_qll_avg;Quill bow;Ranger;loa_r_bw;LoA;weapon;;;;bw;;;;multi;b_gui_ig_i_w_bow_308;base
