Template;Variant;SCM Shop;Rarity;Excluded;Screen Name;Stance;LoA;Equipment Type;Item Set;Item Type;Req. Stat;ModMin;ModMax
sh_w_g_c_r_s_avg;o_str;v_f_sh_n;;;Wooden Buckler;Fighter;;armor;;sh;str;4;6
sh_w_g_c_r_s_elm;base;v_f_sh_n;;;Elm Buckler;Fighter;;armor;;sh;str;1;4
sh_w_g_c_r_s_fun;;v_f_sh_n;;;Small Shield;Fighter;;armor;;sh;;;
sh_w_g_c_r_s_krohar;base;v_f_sh_s;;excluded;Krohar's Buckler;Fighter;;armor;;sh;str;0;0
sh_w_g_c_s_m_fun;;v_f_sh_n;;;Old Wooden Shield;Fighter;;armor;;sh;str;;
sh_z_g_c_r_m_avg;;v_f_sh_n;;;Painted Shield;Fighter;;armor;;sh;str;;
tongs;;v_excluded;;excluded;Tongs;;;armor;;;;;
bd_pl_f_g_c_death_knight;;loa_excluded;;excluded;Death Knight Armour;Fighter;LoA;armor;;bd;;;
bd_ch_f_g_c_avg_hassat_dsx;base;loa_f_bd;;;Hassat Fur Hauberk;Fighter;LoA;armor;;bd;str;0;8
bd_le_f_g_c_avg_zaurask_dsx;base;loa_f_bd;;;Zaurask Leather;Fighter;LoA;armor;;bd;str;0;3
bd_ba_f_g_c_avg_hassat_dsx;base;loa_f_bd;;;Padded Hassat Armor;Fighter;LoA;armor;;bd;str;0;5
bd_le_f_g_c_avg_hassat_dsx;base;loa_f_bd;;;Hassat Hide Hauberk;Fighter;LoA;armor;;bd;str;0;7
bd_ba_f_g_c_avg_zpad_dsx;base;loa_f_bd;;;Zaurask Padded Leather;Fighter;LoA;armor;;bd;str;0;8
bd_pl_f_g_c_avg_alloy_dsx;base;loa_f_bd;;;Articulated Alloy Armor;Fighter;LoA;armor;;bd;str;0;9
bd_le_f_g_c_avg_zcured_dsx;base;loa_f_bd;;;Zaurask Scalemail;Fighter;LoA;armor;;bd;str;0;11
bd_pl_f_g_c_avg_utraean_dsx;base;loa_f_bd;;;Utraean Plate;Fighter;LoA;armor;;bd;str;0;31
bd_le_f_g_c_avg_dragon_dsx;base;loa_f_bd;;;Dragon Leather;Fighter;LoA;armor;;bd;str;0;16
bd_le_f_g_c_avg_nemean_dsx;base;loa_f_bd;;;Nemean Hide;Fighter;LoA;armor;;bd;str;0;19
bd_sc_f_g_c_avg_dragon_dsx;base;loa_f_bd;;;Dragon Scalemail;Fighter;LoA;armor;;bd;str;0;22
bd_bp_f_g_c_avg_alloy_dsx;base;loa_f_bd;;;Alloy Heavy Plate;Fighter;LoA;armor;;bd;str;0;26
bd_sl_f_g_c_avg_nemean_dsx;base;loa_f_bd;;;Nemean Armor;Fighter;LoA;armor;;bd;str;0;29
bd_pl_f_g_c_avg_alloy2_dsx;base;loa_f_bd;;;Transfused Plate;Fighter;LoA;armor;;bd;str;0;32
bd_pl_f_g_c_avg_dragon_dsx;base;loa_f_bd;;;Dragon Platemail;Fighter;LoA;armor;;bd;str;0;37
bd_bp_f_g_c_avg_utraean_dsx;base;loa_f_bd;;;Utraearch Battle Plate;Fighter;LoA;armor;;bd;str;0;40
bd_bp_f_g_c_avg_alloy2_dsx;base;loa_f_bd;;;Transcendent Plate;Fighter;LoA;armor;;bd;str;0;46
bd_le_m_g_c_avg_woven_dsx;base;loa_m_bd;;;Woven Suit;Mage;LoA;armor;;bd;int;0;10
bd_le_m_g_c_avg_spider_dsx;base;loa_m_bd;;;Spidersilk Hauberk;Mage;LoA;armor;;bd;int;0;6
bd_le_m_g_c_avg_crmech_dsx;base;loa_m_bd;;;Crude Electric Plate;Mage;LoA;armor;;bd;int;0;8
bd_le_m_g_c_avg_ltmech_dsx;base;loa_m_bd;;;Light Mechanized Suit;Mage;LoA;armor;;bd;int;0;11
bd_le_m_g_c_avg_beaded_dsx;base;loa_m_bd;;;Beaded Hauberk;Mage;LoA;armor;;bd;int;0;32
bd_le_m_g_c_avg_woven_reinforced_dsx;base;loa_m_bd;;;Iron Thread Suit;Mage;LoA;armor;;bd;int;0;16
bd_le_m_g_c_avg_ceramic_dsx;base;loa_m_bd;;;Ceramic Suit;Mage;LoA;armor;;bd;int;0;17
bd_le_m_g_c_avg_mech_dsx;base;loa_m_bd;;;Mechanized Suit;Mage;LoA;armor;;bd;int;0;20
bd_le_m_g_c_avg_magesilk_dsx;base;loa_m_bd;;;Magesilk Shirt;Mage;LoA;armor;;bd;int;0;23
bd_le_m_g_c_avg_recon_dsx;base;loa_m_bd;;;Light Recondite Suit;Mage;LoA;armor;;bd;int;0;26
bd_le_m_g_c_avg_beaded2_dsx;base;loa_m_bd;;;Patterned Hauberk;Mage;LoA;armor;;bd;int;0;29
bd_le_m_g_c_avg_spider_framed_dsx;base;loa_m_bd;;;Framed Spidersilk Hauberk;Mage;LoA;armor;;bd;int;0;32
bd_le_m_g_c_avg_hvmech_dsx;base;loa_m_bd;;;Heavy Mechanized Suit;Mage;LoA;armor;;bd;int;0;40
bd_pl_m_g_c_avg_hvelectric_dsx;base;loa_m_bd;;;Heavy Electric Plate;Mage;LoA;armor;;bd;int;0;48
bd_br_m_g_c_avg_recon_dsx;base;loa_m_bd;;;Recondite Suit;Mage;LoA;armor;;bd;int;0;53
bd_le_m_g_c_avg_ceramic2_dsx;base;loa_m_bd;;;Inscribed Suit;Mage;LoA;armor;;bd;int;0;58
bd_pl_m_g_c_avg_recon_dsx;base;loa_m_bd;;;Heavy Recondite Suit;Mage;LoA;armor;;bd;int;0;64
bd_bp_m_g_c_avg_recon_dsx;base;loa_m_bd;;;Recondite Battle Plate;Mage;LoA;armor;;bd;int;0;71
bd_br_r_g_c_avg_culeaf_dsx;base;loa_r_bd;;;Cured Leaf Hauberk;Ranger;LoA;armor;;bd;dex;0;9
bd_br_r_g_c_avg_rubber_dsx;base;loa_r_bd;;;Fiber Suit;Ranger;LoA;armor;;bd;dex;0;4
bd_br_r_g_c_avg_hassat_dsx;base;loa_r_bd;;;Hassat Skin Robe;Ranger;LoA;armor;;bd;dex;0;4
bd_br_r_g_c_avg_bark_dsx;base;loa_r_bd;;;Bark Casing;Ranger;LoA;armor;;bd;dex;0;15
bd_br_r_g_c_avg_flywing_dsx;base;loa_r_bd;;;Flywing Hauberk;Ranger;LoA;armor;;bd;dex;0;7
bd_br_r_g_c_avg_laleaf_dsx;base;loa_r_bd;;;Lacquered Leaf Hauberk;Ranger;LoA;armor;;bd;dex;0;8
bd_br_r_g_c_avg_zaurask_dsx;base;loa_r_bd;;;Zaurask Hide Robe;Ranger;LoA;armor;;bd;dex;0;10
bd_br_r_g_c_avg_thessic_dsx;base;loa_r_bd;;;Thessic Suit;Ranger;LoA;armor;;bd;dex;0;28
bd_br_r_g_c_avg_bug_dsx;base;loa_r_bd;;;Carapace Plate;Ranger;LoA;armor;;bd;dex;0;13
bd_br_r_g_c_avg_knleaf_dsx;base;loa_r_bd;;;Knotted Leaf Hauberk;Ranger;LoA;armor;;bd;dex;0;14
bd_br_r_g_c_avg_releaf_dsx;base;loa_r_bd;;;Reinforced Leaf Armor;Ranger;LoA;armor;;bd;dex;0;16
bd_br_r_g_c_avg_artbug_dsx;base;loa_r_bd;;;Articulated Carapace Armor;Ranger;LoA;armor;;bd;dex;0;18
bd_br_r_g_c_avg_hvrubber_dsx;base;loa_r_bd;;;Heavy Fiber Suit;Ranger;LoA;armor;;bd;dex;0;21
bd_br_r_g_c_avg_chitter_dsx;base;loa_r_bd;;;Chitterskrag Armor;Ranger;LoA;armor;;bd;dex;0;25
bd_pl_r_g_c_avg_flywing_dsx;base;loa_r_bd;;;Elaborate Flywing Plate;Ranger;LoA;armor;;bd;dex;0;30
bd_le_r_g_c_avg_arbor_dsx;base;loa_r_bd;;;Arboreal Suit;Ranger;LoA;armor;;bd;dex;0;37
bd_sc_r_g_c_avg_exo_dsx;base;loa_r_bd;;;Exoskeleton Suit;Ranger;LoA;armor;;bd;dex;0;43
bd_ch_r_g_c_avg_arbor_dsx;base;loa_r_bd;;;Arboreal Armor;Ranger;LoA;armor;;bd;dex;0;47
bd_ba_r_g_c_avg_midnight_dsx;base;loa_r_bd;;;Midnight Suit;Ranger;LoA;armor;;bd;dex;0;53
bd_bp_r_g_c_avg_arbor_dsx;base;loa_r_bd;;;Arboreal Battle Plate;Ranger;LoA;armor;;bd;dex;0;57
bd_ro_m_g_c_avg_woven_dsx;base;loa_m_bd;;;Woven Robe;Mage;LoA;armor;;bd;int;0;14
bd_ro_m_g_c_avg_spider_dsx;base;loa_m_bd;;;Spidersilk Robe;Mage;LoA;armor;;bd;int;0;7
bd_ro_m_g_c_avg_rubber_dsx;base;loa_m_bd;;;Fiber Robe;Mage;LoA;armor;;bd;int;0;13
bd_ro_m_g_c_avg_leaf_dsx;base;loa_m_bd;;;Leaf Robe;Mage;LoA;armor;;bd;int;0;15
bd_ro_m_g_c_avg_cebead_dsx;base;loa_m_bd;;;Ceramic Beaded Robe;Mage;LoA;armor;;bd;int;0;16
bd_ro_m_g_c_avg_elbead_dsx;base;loa_m_bd;;;Elaborate Beaded Robe;Mage;LoA;armor;;bd;int;0;18
bd_ro_m_g_c_avg_hewoven_dsx;base;loa_m_bd;;;Steel Thread Robe;Mage;LoA;armor;;bd;int;0;36
bo_bo_sc_f_g_c_avg_alloy_dsx;base;loa_f_hgb;;;Alloy Boots;Fighter;LoA;armor;;bo;str;0;9
bo_bo_sc_f_g_c_avg_alloy2_dsx;base;loa_f_hgb;;;Transcendant Boots;Fighter;LoA;armor;;bo;str;1;40
bo_sh_sc_m_g_c_avg_woven_dsx;base;loa_m_hgb;;;Woven Shoes;Mage;LoA;armor;;bo;int;0;14
bo_bo_sc_m_g_c_avg_beaded_dsx;base;loa_m_hgb;;;Beaded Boots;Mage;LoA;armor;;bo;int;0;26
bo_bo_sc_m_g_c_avg_geared_dsx;base;loa_m_hgb;;;Geared Boots;Mage;LoA;armor;;bo;int;0;20
bo_bo_sc_m_g_c_avg_ceramic_dsx;base;loa_m_hgb;;;Ceramic Boots;Mage;LoA;armor;;bo;int;0;28
bo_bo_sc_m_g_c_avg_beaded2_dsx;base;loa_m_hgb;;;Jeweled Boots;Mage;LoA;armor;;bo;int;0;36
bo_sh_sc_m_g_c_avg_woven2_dsx;base;loa_m_hgb;;;Occult Shoes;Mage;LoA;armor;;bo;int;0;46
bo_bo_sc_m_g_c_avg_ceramic2_dsx;base;loa_m_hgb;;;Etched Boots;Mage;LoA;armor;;bo;int;0;58
bo_bo_sc_m_g_c_avg_geared2_dsx;base;loa_m_hgb;;;Recondite Boots;Mage;LoA;armor;;bo;int;0;68
bo_sh_sc_r_g_c_avg_rubber_dsx;base;loa_r_hgb;;;Fiber Shoes;Ranger;LoA;armor;;bo;dex;0;2
bo_bo_sc_r_g_c_avg_flywing_dsx;base;loa_r_hgb;;;Flywing Boots;Ranger;LoA;armor;;bo;dex;0;19
bo_sh_sc_r_g_c_avg_bug_dsx;base;loa_r_hgb;;;Chitin Shoes;Ranger;LoA;armor;;bo;dex;0;13
bo_bo_sc_r_g_c_avg_rubber_dsx;base;loa_r_hgb;;;Fiber Boots;Ranger;LoA;armor;;bo;dex;0;15
bo_sh_sc_r_g_c_avg_flywing_dsx;base;loa_r_hgb;;;Flywing Shoes;Ranger;LoA;armor;;bo;dex;0;60
bo_sh_sc_r_g_c_avg_bug2_dsx;base;loa_r_hgb;;;Exoskeleton Shoes;Ranger;LoA;armor;;bo;dex;0;37
bo_sh_sc_r_g_c_avg_rubber2_dsx;base;loa_r_hgb;;;Midnight Boots;Ranger;LoA;armor;;bo;dex;0;46
bo_sh_sc_r_g_c_avg_flywing2_dsx;base;loa_r_hgb;;;Arboreal Boots;Ranger;LoA;armor;;bo;dex;0;55
gl_ga_sc_f_g_c_avg_alloy_dsx;base;loa_f_hgb;;;Alloy Gauntlets;Fighter;LoA;armor;;gl;str;0;10
gl_ga_sc_f_g_c_avg_alloy2_dsx;base;loa_f_hgb;;;Transcendant Gauntlets;Fighter;LoA;armor;;gl;str;1;40
gl_gl_sc_m_g_c_avg_woven_dsx;base;loa_m_hgb;;;Woven Gloves;Mage;LoA;armor;;gl;int;0;14
gl_ga_sc_m_g_c_avg_beaded_dsx;base;loa_m_hgb;;;Beaded Gauntlets;Mage;LoA;armor;;gl;int;0;12
gl_ga_sc_m_g_c_avg_geared_dsx;base;loa_m_hgb;;;Geared Gauntlets;Mage;LoA;armor;;gl;int;0;20
gl_ga_sc_m_g_c_avg_beaded2_dsx;base;loa_m_hgb;;;Jeweled Gauntlets;Mage;LoA;armor;;gl;int;0;33
gl_ga_sc_m_g_c_avg_electric_dsx;base;loa_m_hgb;;;Electric Gauntlets;Mage;LoA;armor;;gl;int;0;46
gl_gl_sc_m_g_c_avg_woven2_dsx;base;loa_m_hgb;;;Occult Gloves;Mage;LoA;armor;;gl;int;0;59
gl_ga_sc_m_g_c_avg_electric2_dsx;base;loa_m_hgb;;;Recondite Gauntlets;Mage;LoA;armor;;gl;int;0;70
gl_gl_sc_r_g_c_avg_leaf_dsx;base;loa_r_hgb;;;Cured Leaf Gloves;Ranger;LoA;armor;;gl;dex;0;10
gl_ra_ga_m_ba_f_g_c_fin_starfield_dsx;base;loa_r_hgb;rare;;Starfield Gauntlets;Ranger;LoA;armor;;gl;dex;0;15
gl_gl_sc_r_g_c_avg_flywing_dsx;base;loa_r_hgb;;;Flywing Gloves;Ranger;LoA;armor;;gl;dex;0;21
gl_gl_sc_r_g_c_avg_shell_dsx;base;loa_r_hgb;;;Shell Gloves;Ranger;LoA;armor;;gl;dex;0;13
gl_gl_sc_r_g_c_avg_rubber_dsx;base;loa_r_hgb;;;Fiber Gloves;Ranger;LoA;armor;;gl;dex;0;15
gl_ga_sc_r_g_c_avg_flywing_dsx;base;loa_r_hgb;;;Flywing Gauntlets;Ranger;LoA;armor;;gl;dex;0;28
gl_gl_sc_r_g_c_avg_shell2_dsx;base;loa_r_hgb;;;Exoskeleton Gloves;Ranger;LoA;armor;;gl;dex;0;37
gl_gl_sc_r_g_c_avg_rubber2_dsx;base;loa_r_hgb;;;Midnight Gloves;Ranger;LoA;armor;;gl;dex;0;46
gl_gl_sc_r_g_c_avg_leaf2_dsx;base;loa_r_hgb;;;Arboreal Gloves;Ranger;LoA;armor;;gl;dex;1;55
he_op_pl_f_ofkhar_dsx;;loa_f_hgb;;excluded;Helm of Khar;Fighter;LoA;armor;;he;;;
2w_he_op_pl_f_ofkhar_dsx;;loa_f_hgb;;excluded;Super Helm of Khar;Fighter;LoA;armor;;he;;;
3w_he_op_pl_f_ofkhar_dsx;;loa_f_hgb;;excluded;Supreme Helm of Khar;Fighter;LoA;armor;;he;;;
he_ra_ca_le_avg_pimp;;loa_bonus;rare;excluded;Mac Daddy Cap of Procurement;;LoA;armor;;he;;;
he_ca_pl_f_alloy_dsx;base;loa_f_hgb;;;Alloy Dome;Fighter;LoA;armor;;he;str;0;23
he_op_pl_f_allow_crown_dsx;base;loa_f_hgb;;;Alloy Crown;Fighter;LoA;armor;;he;str;0;27
he_op_pl_m_bone_crown_dsx;base;loa_m_hgb;;;Bone Crown;Mage;LoA;armor;;he;int;0;10
he_vi_pl_m_woven_headband_dsx;base;loa_m_hgb;;;Woven Headband;Mage;LoA;armor;;he;int;0;5
he_vi_pl_m_beaded_headband_dsx;base;loa_m_hgb;;;Beaded Headband;Mage;LoA;armor;;he;int;0;19
he_fl_pl_m_woven_wrap_dsx;base;loa_m_hgb;;;Woven Wrap;Mage;LoA;armor;;he;int;0;9
he_fl_pl_m_beaded_wrap_dsx;base;loa_m_hgb;;;Beaded Wrap;Mage;LoA;armor;;he;int;0;27
he_vi_pl_m_woven_headdress_dsx;base;loa_m_hgb;;;Iron Thread Cap;Mage;LoA;armor;;he;int;0;14
he_op_pl_m_bone_headdress_dsx;base;loa_m_hgb;;;Bone Headdress;Mage;LoA;armor;;he;int;0;16
he_vi_pl_m_ceramic_headband_dsx;base;loa_m_hgb;;;Ceramic Headband;Mage;LoA;armor;;he;int;0;17
he_vi_pl_m_beaded_headdress_dsx;base;loa_m_hgb;;;Beaded Headdress;Mage;LoA;armor;;he;int;0;43
he_vi_pl_m_spider_visor_dsx;base;loa_m_hgb;;;Spidersilk Visor;Mage;LoA;armor;;he;int;0;21
he_ca_pl_m_spider_dsx;base;loa_m_hgb;;;Spidersilk Dome;Mage;LoA;armor;;he;int;0;30
he_vi_pl_m_ceramic_headdress_dsx;base;loa_m_hgb;;;Ceramic Headdress;Mage;LoA;armor;;he;int;0;36
he_op_pl_m_geared_crown_dsx;base;loa_m_hgb;;;Geared Crown;Mage;LoA;armor;;he;int;0;42
he_vi_pl_m_beaded_headband2_dsx;base;loa_m_hgb;;;Jeweled Headband;Mage;LoA;armor;;he;int;0;49
he_vi_pl_m_spider_visor2_dsx;base;loa_m_hgb;;;Magesilk Headdress;Mage;LoA;armor;;he;int;0;54
he_vi_pl_m_ceramic_headdress2_dsx;base;loa_m_hgb;;;Etched Headdress;Mage;LoA;armor;;he;int;0;61
he_vi_pl_r_leaf_visor_dsx;base;loa_r_hgb;;;Cured Leaf Visor;Ranger;LoA;armor;;he;dex;0;14
he_vi_pl_r_zaurask_headdress_dsx;base;loa_r_hgb;;;Zaurask Headdress;Ranger;LoA;armor;;he;dex;0;9
he_vi_pl_r_flywing_visor_dsx;base;loa_r_hgb;;;Flywing Visor;Ranger;LoA;armor;;he;dex;0;30
he_vi_pl_r_rubber_visor_dsx;base;loa_r_hgb;;;Fiber Visor;Ranger;LoA;armor;;he;dex;0;17
he_op_pl_r_flywing_crown_dsx;base;loa_r_hgb;;;Flywing Crown;Ranger;LoA;armor;;he;dex;0;51
he_op_pl_r_zaurask_crown_dsx;base;loa_r_hgb;;;Zaurask Crown;Ranger;LoA;armor;;he;dex;0;32
he_vi_pl_r_flywing_visor2_dsx;base;loa_r_hgb;;;Exoskeleton Visor;Ranger;LoA;armor;;he;dex;0;37
he_vi_pl_r_rubber_visor2_dsx;base;loa_r_hgb;;;Midnight Visor;Ranger;LoA;armor;;he;dex;0;44
he_op_pl_r_flywing_crown2_dsx;base;loa_r_hgb;;;Arboreal Visor;Ranger;LoA;armor;;he;dex;0;52
sh_un_m_o_r_m_turtle_02_dsx;;loa_excluded;unique;excluded;Turtle Shield;Fighter;LoA;armor;;sh;str;;
sh_un_m_o_r_m_turtle_01_dsx;;loa_excluded;unique;excluded;Turtle Shield;Fighter;LoA;armor;;sh;str;;
sh_un_m_o_r_m_turtle_dsx;;loa_excluded;unique;excluded;Turtle Shield;Fighter;LoA;armor;;sh;str;;
sh_un_m_o_k_m_dermal_dsx;;loa_excluded;unique;excluded;Dermal Shield;Fighter;LoA;armor;;sh;str;;
sh_w_f_g_c_t_s_avg_deathknight_monster;;loa_excluded;;excluded;Death Knight Shield;Fighter;LoA;armor;;sh;str;;
sh_w_f_g_c_t_s_avg_deathknight_player;;loa_f_sh;;excluded;Death Knight Shield;Fighter;LoA;armor;;sh;str;;
2w_sh_w_f_g_c_t_s_avg_deathknight_player;;loa_f_sh;;excluded;Super Death Knight Shield;Fighter;LoA;armor;;sh;str;;
3w_sh_w_f_g_c_t_s_avg_deathknight_player;;loa_f_sh;;excluded;Supreme Death Knight Shield;Fighter;LoA;armor;;sh;str;;
sh_w_f_g_c_t_s_avg_hide_hassat_dsx;base;loa_f_sh;;;Hassat Hide Shield;Fighter;LoA;armor;;sh;str;0;2
sh_w_f_g_c_t_m_avg_hide_skelldra_dsx;base;loa_f_sh;;;Zaurask Leather Shield;Fighter;LoA;armor;;sh;str;0;3
sh_w_f_g_c_t_l_avg_hide_kraken_dsx;base;loa_f_sh;;;Kraken shield;Fighter;LoA;armor;;sh;str;0;20
sh_w_m_g_c_t_m_avg_bamboo_dsx;base;loa_m_sh;;;Bamboo Shield;Mage;LoA;armor;;sh;int;0;10
sh_w_m_g_c_t_m_avg_wicker_dsx;base;loa_m_sh;;;Wicker Shield;Mage;LoA;armor;;sh;int;0;6
sh_w_m_g_c_t_m_avg_gearwork_dsx;base;loa_m_sh;;;Gearwork Shield;Mage;LoA;armor;;sh;int;1;7
sh_w_m_g_c_t_m_avg_ward_blood_dsx;base;loa_m_sh;;;Blood Ward;Mage;LoA;armor;;sh;int;3;22
sh_w_m_g_c_t_m_avg_mushroom_dsx;base;loa_m_sh;;;Shellacked Mushroom Cap Shield;Mage;LoA;armor;;sh;int;2;11
sh_w_m_g_c_t_m_avg_ward_rainbow_dsx;base;loa_m_sh;;;Rainbow Ward;Mage;LoA;armor;;sh;int;7;30
sh_w_m_g_c_t_m_avg_ward_sky_dsx;base;loa_m_sh;;;Sky Ward;Mage;LoA;armor;;sh;int;8;33
sh_ra_w_g_c_t_m_fin_mirror_dsx;base;loa_m_sh;rare;;Mirror Shield;Mage;LoA;armor;;sh;int;9;33
sh_w_m_g_c_t_m_avg_tortoise_dsx;base;loa_m_sh;;;Tortoise Shell Shield;Mage;LoA;armor;;sh;int;3;16
sh_w_m_g_c_t_m_avg_ceramic_dsx;base;loa_m_sh;;;Ceramic Shield;Mage;LoA;armor;;sh;int;4;17
sh_w_m_g_c_t_m_avg_clockface_dsx;base;loa_m_sh;;;Clockface Shield;Mage;LoA;armor;;sh;int;5;20
sh_w_m_g_c_t_m_avg_spider_dsx;base;loa_m_sh;;;Spidersilk Shield;Mage;LoA;armor;;sh;int;6;21
sh_w_m_g_c_t_m_avg_ward_sun_dsx;base;loa_m_sh;;;Sun Ward;Mage;LoA;armor;;sh;int;13;62
sh_w_m_g_c_t_m_avg_ward_blood2_dsx;base;loa_m_sh;;;Sanguine Ward;Mage;LoA;armor;;sh;int;7;37
sh_w_m_g_c_t_m_avg_ward_sky2_dsx;base;loa_m_sh;;;Chromatic Ward;Mage;LoA;armor;;sh;int;11;46
sh_w_m_g_c_t_m_avg_ward_stars_dsx;base;loa_m_sh;;;Ward of the Stars;Mage;LoA;armor;;sh;int;24;112
sh_w_m_g_c_t_m_avg_ward_sun2_dsx;base;loa_m_sh;;;Scintillating Ward;Mage;LoA;armor;;sh;int;10;61
sh_w_r_g_c_t_m_avg_tangled_bucker_dsx;base;loa_r_sh;;;Tangled Root Buckler;Ranger;LoA;armor;;sh;dex;0;5
sh_w_r_g_c_t_m_avg_barrier_flywing_dsx;base;loa_r_sh;;;Flywing Barrier;Ranger;LoA;armor;;sh;dex;0;25
sh_w_r_g_c_t_m_avg_bug_dsx;base;loa_r_sh;;;Carapace Shield;Ranger;LoA;armor;;sh;dex;1;13
sh_w_r_g_c_t_m_avg_wall_bark_dsx;base;loa_r_sh;;;Bark Wall;Ranger;LoA;armor;;sh;dex;2;14
sh_w_r_g_c_t_m_avg_barrier_leaf_dsx;base;loa_r_sh;;;Cured Leaf Barrier;Ranger;LoA;armor;;sh;dex;3;17
sh_w_r_g_c_t_m_avg_wall_flywing_dsx;base;loa_r_sh;;;Flywing Wall;Ranger;LoA;armor;;sh;dex;5;49
sh_w_r_g_c_t_m_avg_bug2_dsx;base;loa_r_sh;;;Exoskeleton Shield;Ranger;LoA;armor;;sh;dex;4;39
sh_w_g_c_t_m_avg_tangled_bucker2_dsx;base;loa_r_sh;;;Arboreal Barrier;Ranger;LoA;armor;;sh;dex;6;46
sh_w_r_g_c_t_m_avg_fan_woven_dsx;base;loa_r_sh;;;Woven Fan;Ranger;LoA;armor;;sh;dex;1;10
sh_w_r_g_c_t_m_avg_fan_beaded_dsx;base;loa_r_sh;;;Beaded Fan;Ranger;LoA;armor;;sh;dex;1;8
sh_w_r_g_c_t_m_avg_fan_spider_dsx;base;loa_r_sh;;;Spidersilk Fan;Ranger;LoA;armor;;sh;dex;3;12
sh_w_r_g_c_t_m_avg_fan_feathered_dsx;base;loa_r_sh;;;Feathered Fan;Ranger;LoA;armor;;sh;dex;4;26
sh_w_r_g_c_t_m_avg_fan_beaded2_dsx;base;loa_r_sh;;;Jeweled Fan;Ranger;LoA;armor;;sh;dex;5;33
bd_br_f_g_c_avg_dsx_set_arhok;;loa_any_sets_sp;;;Arhok's Leather;Fighter;LoA;armor;arhok;bd;;;
sh_w_m_g_c_t_m_avg_dsx_set_arhok;;loa_any_sets_sp;;;Arhok's Shield;Fighter;LoA;armor;arhok;sh;;;
bd_le_m_g_c_avg_dsx_set_illicor;;loa_any_sets_sp;;;Illicor's Beaded Hauberk;Mage;LoA;armor;illicor;bd;int;;
bd_le_m_g_c_avg_dsx_set_kajj;;loa_any_sets_sp;;;Kajj's Breastplate;Mage;LoA;armor;kajj;bd;str;;
gl_gl_sc_r_g_c_avg_dsx_set_kajj;;loa_any_sets_sp;;;Kajj's Gauntlets;Ranger;LoA;armor;kajj;gl;str;;
he_fl_pl_m_dsx_set_kajj;;loa_any_sets_sp;;;Kajj's Helm;Mage;LoA;armor;kajj;he;str;;
sh_w_m_g_c_t_m_avg_ward_blood_dsx_set_inventor;;loa_any_sets_sp;;;Solov's Ward;Mage;LoA;armor;patents;sh;int;;
ring_dsx_set_clockwork;;loa_any_sets_sp;;;Clockwork Boots;Ranger;LoA;armor;clockwork;;dex;;
bd_le_m_g_c_avg_ceramic_dsx_set_chadek;;loa_any_sets_mp;;;Chadek's Suit;Mage;LoA;armor;chadek;bd;;;
bo_bo_sc_m_g_c_avg_ceramic_dsx_set_chadek;;loa_any_sets_mp;;;Chadek's Boots;Mage;LoA;armor;chadek;bo;;;
sh_w_m_g_c_t_m_avg_ceramic_dsx_set_chadek;;loa_any_sets_mp;;;Chadek's Shield;Fighter;LoA;armor;chadek;sh;;;
he_vi_pl_m_ceramic_headdress_dsx_set_chadek;;loa_any_sets_mp;;;Chadek's Headdress;Mage;LoA;armor;chadek;he;;;
bd_le_f_g_c_avg_hvmech_dsx_set_kaltenbach;;loa_any_sets_mp;;;Kaltenbach's Full Mech Suit;Fighter;LoA;armor;kaltenbach;bd;str;;
sh_w_f_g_c_t_m_avg_clockface_dsx_set_kaltenbach;;loa_any_sets_mp;;;Kaltenbach's Shield;Fighter;LoA;armor;kaltenbach;sh;str;;
gl_ga_sc_f_g_c_avg_geared_dsx_set_kaltenbach;;loa_any_sets_mp;;;Kaltenbach's Gauntlets;Fighter;LoA;armor;kaltenbach;gl;str;;
he_ca_pl_f_alloy_dsx_set_rune;;loa_any_sets_mp;;;Rune Dome;Fighter;LoA;armor;rune;he;str;;
sh_w_f_g_c_t_m_avg_gearwork_dsx_set_rune;;loa_any_sets_mp;;;Rune Shield;Fighter;LoA;armor;rune;sh;str;;
bd_pl_f_g_c_avg_alloy_dsx_set_rune;;loa_any_sets_mp;;;Rune Armor;Fighter;LoA;armor;rune;bd;str;;
bd_le_m_g_c_avg_spider_framed_dsx_set_adela;;loa_any_sets_mp;;;Adela's Spidersilk Hauberk;Mage;LoA;armor;adela;bd;int;;
bd_pl_r_g_c_avg_flywing_dsx_set_jeffron;;loa_any_sets_mp;;;Jeffron's Plate;Ranger;LoA;armor;jeffron;bd;str;;
he_op_pl_r_flywing_crown_dsx_set_jeffron;;loa_any_sets_mp;;;Jeffron's Crown;Ranger;LoA;armor;jeffron;he;str;;
sh_w_r_g_c_t_m_avg_wall_flywing_dsx_set_jeffrom;;loa_any_sets_mp;;;Jeffron's Wall;Fighter;LoA;armor;jeffron;sh;str;;
gl_ga_sc_r_g_c_avg_flywing_dsx_set_jeffron;;loa_any_sets_mp;;;Jeffron's Gauntlets;Ranger;LoA;armor;jeffron;gl;str;;
bo_bo_sc_r_g_c_avg_flywing_dsx_set_jeffron;;loa_any_sets_mp;;;Jeffron's Boots;Ranger;LoA;armor;jeffron;bo;str;;
bd_br_r_g_c_avg_hvrubber_dsx_set_utraean_archer;;loa_any_sets_mp;;;Utraean Archer's Suit;Ranger;LoA;armor;utraean_archer;bd;multi;;
